id,EAP,HPL,MWS
id02310,0.99929976,0.000684883,1.5424754e-05
id24541,0.99989116,6.9581674e-08,0.00010869563
id00134,0.99937785,1.2749547e-06,0.0006207761
id27757,0.99999976,1.431018e-07,1.1141006e-07
id04081,1.3928916e-13,9.335865e-12,1.0
id27337,1.6096408e-08,1.0,1.7840077e-09
id24265,1.0,2.2036584e-08,3.5031473e-08
id25917,0.9999709,2.8552169e-08,2.9039486e-05
id04951,1.0,1.1653789e-10,1.6139545e-11
id14549,0.02023164,6.3288053e-07,0.97976774
id22505,0.9999994,3.1163845e-09,6.0678764e-07
id24002,0.09919976,0.13703012,0.7637701
id18982,7.311062e-13,3.6639427e-08,1.0
id15181,0.029857663,0.7245144,0.24562797
id21888,0.9999716,6.484306e-08,2.8209526e-05
id12035,0.3215877,0.67834044,7.190186e-05
id17991,1.0,2.3918637e-10,3.7927717e-12
id10707,1.0,5.111131e-10,3.7366976e-09
id07101,0.9829806,0.017009731,9.68926e-06
id00345,0.00011104987,0.99965346,0.00023552388
id05912,0.00021632283,1.2615255e-08,0.9997837
id13443,1.4219062e-05,0.0023635612,0.9976222
id09248,0.9999982,1.8002197e-06,6.0195857e-09
id17542,0.9999757,1.250249e-05,1.1754605e-05
id06995,1.0,9.88273e-11,2.3280576e-10
id25159,0.00013954009,0.0010437021,0.9988167
id25729,0.9999999,3.3869966e-08,1.5498722e-07
id26949,0.98839426,0.008108052,0.0034976494
id27191,0.097390905,0.9025236,8.554541e-05
id07668,0.999966,5.713963e-07,3.341898e-05
id02230,0.9279355,7.873704e-06,0.07205664
id15553,1.2929238e-12,2.2393942e-12,1.0
id25688,0.6907337,0.04522387,0.26404244
id17545,2.9424544e-07,0.99996495,3.4849865e-05
id13929,0.9997422,0.00025765537,6.520554e-08
id12880,2.7388886e-08,0.9999994,5.676774e-07
id19282,0.0064167213,0.9921893,0.0013940133
id14690,1.5319115e-06,0.00029417794,0.9997043
id17975,0.999907,9.049746e-05,2.5511658e-06
id08037,0.9999987,1.273782e-06,2.3936428e-08
id15412,0.9999901,4.7118434e-07,9.366747e-06
id25032,0.9996885,0.00029633235,1.5191856e-05
id27165,0.04833651,1.7493738e-06,0.95166177
id03327,8.110881e-05,0.9999188,1.4244715e-07
id18515,1.0,1.3036566e-11,7.5412367e-14
id21003,7.2903567e-06,0.00088829896,0.99910444
id23855,0.00023147622,0.25199413,0.7477744
id20724,1.0,2.1261043e-08,2.6137814e-08
id13303,0.99998,1.3015301e-05,7.0438973e-06
id16521,9.247678e-09,0.99989164,0.000108377084
id20775,0.9021446,0.011388613,0.08646674
id13029,7.566644e-08,2.6263552e-07,0.99999964
id14660,4.1974163e-05,0.00014054765,0.99981755
id11028,0.0022702683,3.1625157e-07,0.9977295
id14180,1.0,1.5699456e-10,2.1137403e-11
id25860,0.0002404458,0.99975175,7.773664e-06
id11910,0.0001846952,0.01907188,0.98074335
id08065,0.33022782,0.0007326595,0.66903955
id22674,1.0,3.4108654e-09,3.2934015e-08
id25018,0.033073924,0.9526053,0.01432079
id10892,1.3419687e-05,0.99461526,0.005371378
id10217,0.9830125,1.4571806e-07,0.016987411
id12996,0.99920136,0.0007597014,3.8970342e-05
id18262,1.7133277e-07,3.3201075e-06,0.99999654
id08606,0.0022242095,0.9974721,0.0003036676
