id,EAP,HPL,MWS
id02310,0.1981725,0.10235922,0.6994683
id24541,0.5471259,0.011495465,0.4413787
id00134,0.084324814,0.19942772,0.71624756
id27757,0.49006075,0.34659088,0.1633484
id04081,0.101378135,0.018125352,0.8804965
id27337,0.13084063,0.8008889,0.0682705
id24265,0.8888506,0.05980721,0.05134208
id25917,0.033736892,0.005290086,0.96097296
id04951,0.93979245,0.04867626,0.011531325
id14549,0.39964998,0.10619792,0.494152
id22505,0.8022523,0.012248225,0.18549952
id24002,0.5428777,0.34025067,0.116871655
id18982,0.036282346,0.020282276,0.9434353
id15181,0.26114607,0.3870459,0.35180804
id21888,0.59820235,0.013277034,0.38852063
id12035,0.59828913,0.22427665,0.17743418
id17991,0.8550696,0.052089214,0.09284122
id10707,0.9134644,0.007324879,0.07921073
id07101,0.16440678,0.6314607,0.20413244
id00345,0.52071106,0.25880492,0.22048402
id05912,0.13820839,0.0055703316,0.85622126
id13443,0.41268995,0.06784175,0.51946825
id09248,0.9086366,0.058468934,0.03289439
id17542,0.58278716,0.036637582,0.3805753
id06995,0.64258283,0.03446173,0.32295543
id25159,0.16330205,0.015406998,0.8212909
id25729,0.32309243,0.04238408,0.63452345
id26949,0.3570906,0.08854812,0.55436134
id27191,0.5817495,0.15415081,0.26409972
id07668,0.052205935,0.006995244,0.9407988
id02230,0.12415379,0.20501919,0.67082703
id15553,0.04371951,0.04502884,0.9112516
id25688,0.26110643,0.4738442,0.2650494
id17545,0.30655354,0.18503468,0.5084118
id13929,0.73986,0.038992435,0.22114764
id12880,0.05861432,0.27438912,0.66699654
id19282,0.26418033,0.1642235,0.5715962
id14690,0.2113563,0.043044318,0.74559945
id17975,0.8225715,0.14948276,0.027945686
id08037,0.73501945,0.024390204,0.24059027
id15412,0.79501027,0.039607983,0.1653818
id25032,0.6352588,0.21934356,0.14539759
id27165,0.34398013,0.18976179,0.466258
id03327,0.25261566,0.34258735,0.404797
id18515,0.97045946,0.028496552,0.0010439741
id21003,0.45434004,0.07823252,0.46742743
id23855,0.3363991,0.06240262,0.60119826
id20724,0.7933113,0.05466319,0.15202543
id13303,0.59936863,0.21746169,0.18316963
id16521,0.13710096,0.50164396,0.36125505
id20775,0.16549955,0.011623743,0.82287675
id13029,0.36887556,0.26448098,0.3666435
id14660,0.15558751,0.040592644,0.8038199
id11028,0.77666736,0.032097973,0.19123466
id14180,0.54262424,0.0406967,0.41667902
id25860,0.44120452,0.40420648,0.15458903
id11910,0.3415027,0.03721951,0.6212778
id08065,0.046309423,0.10470438,0.84898615
id22674,0.5269158,0.015418235,0.45766598
id25018,0.212058,0.058863714,0.7290783
id10892,0.07598145,0.05743179,0.86658674
id10217,0.8612629,0.058485985,0.08025109
id12996,0.680467,0.08941615,0.23011693
id18262,0.019961473,0.010142174,0.9698963
id08606,0.9385582,0.054155044,0.007286725
id17233,0.80856174,0.07960888,0.11182947
id00101,0.7562813,0.04328802,0.20043069
id12225,0.83998257,0.09828469,0.061732717
id01364,0.28766918,0.2374151,0.47491577
id24973,0.06425535,0.08427998,0.8514647
id25363,0.95202625,0.017706035,0.030267652
id10061,0.08092981,0.01745733,0.9016129
id17673,0.870898,0.031936765,0.097165234
id13249,0.8348007,0.07473701,0.090462245
id10107,0.29836783,0.017650738,0.6839814
id04403,0.16643429,0.48638216,0.34718344
id25728,0.39737558,0.12527956,0.4773449
id16184,0.6674564,0.09666864,0.23587495
id03438,0.6647495,0.029298127,0.30595237
id22923,0.6691953,0.114216566,0.21658821
id08610,0.071033776,0.47329155,0.45567465
id25355,0.74833715,0.15777746,0.09388542
id16916,0.4467234,0.03494884,0.5183278
id12793,0.8836911,0.04104019,0.07526875
id11859,0.6390187,0.108023055,0.25295824
id02434,0.53362983,0.010345967,0.45602414
id27703,0.9595843,0.020329894,0.020085886
id25212,0.05027501,0.013615826,0.9361091
id11308,0.6501808,0.025346585,0.32447264
id26094,0.9023187,0.0888474,0.008833898
id22080,0.0768611,0.022698315,0.9004406
id03545,0.4849842,0.014599876,0.500416
id23725,0.35906503,0.16524604,0.47568893
id12009,0.85283846,0.055064306,0.09209728
id24241,0.5009888,0.04650195,0.45250925
id03596,0.02524821,0.0018056652,0.9729461
id10749,0.69850606,0.25964049,0.041853465
id22794,0.7281865,0.017460823,0.2543527
id15482,0.054298498,0.0017443607,0.9439571
id04833,0.042920038,0.3339931,0.62308687
id00397,0.44935802,0.041699447,0.50894254
id14691,0.76270115,0.03327103,0.2040279
id05193,0.10238896,0.07320451,0.8244065
id19541,0.8984678,0.053469017,0.04806327
id22166,0.63937384,0.13519643,0.22542973
id20744,0.52717894,0.46499097,0.007830111
id10392,0.0024209488,0.0005576445,0.9970214
id00770,0.71178114,0.24583028,0.042388543
id06018,0.8831166,0.080203965,0.036679406
id15678,0.29591113,0.09826172,0.60582715
id08305,0.6359502,0.068047516,0.29600233
id08903,0.90533227,0.018233791,0.07643394
id14752,0.4096972,0.08851243,0.50179034
id12468,0.103779785,0.8844577,0.011762548
id05085,0.7449565,0.11898223,0.13606122
id21993,0.03867408,0.012424615,0.9489013
id15503,0.5152822,0.12630421,0.3584136
id03021,0.46476683,0.36470798,0.17052518
id16123,0.64788365,0.14518927,0.20692706
id19383,0.71603835,0.05396687,0.22999485
id04186,0.08956443,0.004349231,0.9060863
id17954,0.005788261,0.0110121155,0.9831996
id12030,0.7173026,0.14154024,0.14115712
id13020,0.22693788,0.01552504,0.75753707
id25327,0.35235974,0.0451031,0.60253716
id16344,0.35721588,0.25289646,0.38988766
id12303,0.47382933,0.14124878,0.384922
id15017,0.01758067,0.008837364,0.97358197
id22308,0.65161264,0.018448047,0.32993934
id06536,0.17569165,0.7550893,0.06921906
id19797,0.374114,0.015908634,0.6099773
id06332,0.060448557,0.918486,0.021065366
id22941,0.74165136,0.12982096,0.12852769
id13547,0.04357012,0.013726375,0.9427034
id06928,0.39082968,0.4404734,0.16869697
id12521,0.35753846,0.12237764,0.5200839
id25716,0.73875546,0.028351897,0.23289269
id27116,0.079699844,0.0044568917,0.9158433
id19941,0.060488362,0.014830253,0.9246814
id05711,0.2764374,0.45331055,0.27025202
id02097,0.045104608,0.01748231,0.9374131
id03563,0.10816297,0.06916268,0.82267433
id02295,0.50022626,0.16400962,0.33576417
id08179,0.0008238638,0.00024126924,0.9989348
id05332,0.23218429,0.014155686,0.75365996
id15697,0.82755274,0.031308226,0.14113909
id17026,0.4424921,0.01650171,0.54100627
id04243,0.3453513,0.28673455,0.36791414
id13175,0.6663834,0.09670087,0.23691572
id05387,0.0951316,0.029127156,0.87574124
id19989,0.8889473,0.06825764,0.042794976
id25173,0.017702375,0.118545264,0.8637524
id08925,0.8676862,0.048198756,0.08411509
id03034,0.21011694,0.049168,0.7407151
id13272,0.10226351,0.118942246,0.7787943
id07956,0.9298705,0.04144799,0.028681524
id02648,0.5108228,0.21679293,0.27238426
id01778,0.019995349,0.00538512,0.97461957
id12846,0.017496893,0.00221553,0.98028755
id19001,0.3856077,0.5464663,0.06792599
id05763,0.5651806,0.05600924,0.37881017
id15590,0.52088404,0.14811063,0.33100542
id04912,0.11995379,0.101793624,0.7782526
id21201,0.13554053,0.022494951,0.84196454
id13215,0.09840708,0.018794756,0.8827982
id15612,0.063261725,0.0025530811,0.93418527
id18501,0.30317995,0.040628973,0.65619105
id07223,0.8643637,0.029470203,0.10616616
id06707,0.566422,0.12339705,0.31018093
id05238,0.46022794,0.06596216,0.4738099
id00935,0.023780745,0.0012315187,0.9749877
id00110,0.02512331,0.0024102964,0.9724664
id17476,0.12976615,0.007932846,0.862301
id15170,0.16917159,0.16905056,0.6617779
id13397,0.13945179,0.010457176,0.85009104
id24283,0.8933702,0.018302502,0.0883272
