id,EAP,HPL,MWS
id02310,0.05211477589377074,0.006365725437245834,0.9415194986689792
id24541,0.9985016424268168,0.0007944598931280097,0.0007038976800540336
id00134,0.002550017186370985,0.9973534204095528,9.656240407023062e-05
id27757,0.14913874624796333,0.8476152567240676,0.003245997027961296
id04081,0.9773677102812572,0.00804551742363773,0.014586772295102675
id27337,0.9153154027804967,0.0843081151394997,0.00037648208000691383
id24265,0.9717385692787304,0.027564199694782136,0.0006972310264913195
id25917,0.0019117116366175035,0.033689128854036514,0.96439915950934
id04951,0.7794253023677906,0.22040198890254206,0.0001727087296661487
id14549,0.9858734154926572,0.0011927464704726554,0.012933838036867127
id22505,0.006049859211327088,0.9719952779151881,0.02195486287347802
id24002,0.1528050966586837,0.8066189398304597,0.04057596351084146
id18982,0.15115264575806492,0.029173328324223792,0.8196740259177194
id15181,0.0008136181710375834,0.9991831105990729,3.2712298850339724e-06
id21888,0.9160882155831755,0.06644461067479422,0.01746717374203151
id12035,8.43457637852227e-05,4.49697626291895e-06,0.9999111572599511
id17991,0.32663907771790557,0.002607530905055,0.6707533913770397
id10707,0.9999842458966176,1.6315946328227574e-06,1.4122508742043275e-05
id07101,0.8293856254370091,0.029397984454500235,0.1412163901084958
id00345,0.9218254192845616,0.06750446912800617,0.010670111587429032
id05912,0.9763105430065695,0.015187790829357131,0.008501666164075916
id13443,0.8615048952969465,0.13541768974297713,0.003077414960085868
id09248,0.45494798724587254,0.3271664357943369,0.2178855769597898
id17542,0.9560576731438634,0.015375946799807584,0.02856638005632914
id06995,0.01759495035808889,3.38475589249446e-08,0.9824050157943542
id25159,0.8959989757651204,0.002648512168047339,0.10135251206682985
id25729,0.6625474333814807,0.10345453263798735,0.23399803398052524
id26949,0.9890236157411467,0.009327675318797666,0.001648708940053353
id27191,0.03278851854927773,0.0037866060222771945,0.9634248754284436
id07668,0.002982253192594129,3.248271239262562e-06,0.9970144985361745
id02230,0.7189441964933553,0.04980577412764712,0.23125002937899586
id15553,0.9999557174018426,2.9383770353118614e-06,4.134422112317098e-05
id25688,0.0011256068484519967,0.9977317951845577,0.00114259796698794
id17545,0.9846663089614367,0.01386333690001886,0.0014703541385451418
id13929,0.62247709149187,0.10373842125296566,0.2737844872551618
id12880,0.10613194538945453,0.8668928461475495,0.02697520846300228
id19282,0.8549321448503906,0.02013308003817368,0.12493477511144148
id14690,0.21381329085687928,0.037568976687856415,0.7486177324552644
id17975,0.00868358618679711,0.9838662859249259,0.007450127888272891
id08037,0.9984217485992813,0.00012689978909346598,0.0014513516116241088
id15412,0.8439810702803249,0.002278683135641379,0.15374024658403423
id25032,0.5768062597441588,0.0489437615301991,0.3742499787256447
id27165,0.944171157772209,0.020897687453637587,0.03493115477415348
id03327,0.07825382751634642,0.9211037190403703,0.0006424534432908238
id18515,0.6821315406547191,0.013687699489854505,0.3041807598554306
id21003,0.16928064067917606,0.1110281129709494,0.7196912463498781
id23855,0.04078146198586963,0.7574070857022219,0.20181145231190983
id20724,0.8605553506181228,0.09289153436656418,0.04655311501531515
id13303,0.979521739437661,0.010903547141893963,0.00957471342044511
id16521,0.08337367507252957,0.45509598474306956,0.46153034018440153
id20775,0.9821739435488497,0.01775452845897991,7.152799216997231e-05
id13029,0.6234545883068434,0.12250297998557337,0.25404243170758456
id14660,0.8846903763973183,0.03752236824420219,0.07778725535848824
id11028,0.0003485115163267475,4.3685983802231503e-07,0.9996510516238305
id14180,0.9263486972003119,0.02763998595661291,0.04601131684307796
id25860,0.9996954969041036,0.00030333651890504656,1.1665769892186843e-06
id11910,0.7274445962178582,0.0023462271725446966,0.27020917660959876
id08065,0.38510314229837656,0.017022690393814707,0.5978741673078105
id22674,5.716834307511674e-06,3.202239879475772e-05,0.9999622607668891
id25018,0.17728700967627434,0.003152669344212746,0.8195603209795099
id10892,0.013129517237360623,0.986864362989682,6.1197729647939714e-06
id10217,0.02390867987430231,0.9760826776345851,8.642491112498453e-06
id12996,0.42419541002831107,0.0324472027183887,0.5433573872533018
id18262,0.7025224858537302,0.014880143230912093,0.2825973709153609
id08606,6.497188075828918e-06,0.9999599630761092,3.353973583118306e-05
id17233,0.9664427615372093,0.0038708535537148067,0.029686384909077955
id00101,0.946905475551892,0.04363347024152155,0.009461054206587934
id12225,0.9640139922049394,0.029759262085484826,0.006226745709573777
id01364,0.011717826704616175,0.9875401872910332,0.000741986004355053
id24973,0.8948689070759576,0.009388715240765646,0.09574237768327738
id25363,0.23229555932777632,0.08788006054606631,0.6798243801261669
id10061,0.037625289680722755,0.00022457807386965726,0.9621501322454106
id17673,0.5018157597200813,0.059097921012084255,0.43908631926783165
id13249,0.5922397577155603,0.011492420412331892,0.39626782187211085
id10107,0.00137453839952373,0.00012048649060043048,0.9985049751098857
id04403,0.9963751561428514,2.7556506310452916e-05,0.003597287350840754
id25728,0.7802289922890564,0.08412172487149194,0.13564928283944985
id16184,0.36245412380835873,0.06874746298569022,0.5687984132059529
id03438,0.03132294107220863,2.9211465918049915e-05,0.9686478474618773
id22923,0.4676602691501624,0.5320768260654596,0.00026290478438073794
id08610,0.9669659461701835,0.026574106244817357,0.006459947584992396
id25355,0.01191977125858335,0.0008675714166255844,0.9872126573247872
id16916,0.7991197810209254,0.17281690530973165,0.02806331366933959
id12793,0.07040487390639051,0.9255175569326467,0.004077569160974889
id11859,0.8893773144603575,0.011505498427645686,0.09911718711199274
id02434,0.9999873538415628,1.1389248755142045e-05,1.2569096973172665e-06
id27703,0.00025656348503327224,1.3400735307857102e-05,0.9997300357796547
id25212,0.000558314688791122,0.9990195501809838,0.000422135130232768
id11308,0.17397031310263494,0.008785156642159913,0.8172445302552057
id26094,0.9165989932961004,0.07429033581342559,0.009110670890470044
id22080,0.9178203718044153,0.05442949056086274,0.027750137634720954
id03545,0.9843201559958081,0.015421769894429765,0.00025807410975685265
id23725,0.06577201372044003,0.1452568395575684,0.7889711467219891
id12009,0.6336924263712826,0.3202879432281557,0.046019630400563116
id24241,0.6463846820490935,0.2663986145262039,0.08721670342470483
id03596,0.03351570632330191,0.9591295738142324,0.007354719862462053
id10749,0.0884223555448761,0.6604524635767709,0.25112518087835334
id22794,0.005884669638320458,0.03083758411546799,0.9632777462462122
id15482,0.028956004167550026,0.07675728071925794,0.894286715113197
id04833,0.10827296529775617,0.8884566606986051,0.003270374003638381
id00397,0.008378062030015855,3.178836277008118e-08,0.9916219061816121
id14691,0.0014233118087406663,0.03573109848073174,0.9628455897105281
id05193,0.45897378461614663,0.01819841378443047,0.5228278015994193
id19541,0.5231012801000111,0.34027166372194306,0.13662705617803803
id22166,0.000116853785620919,4.0453874711306235e-09,0.9998831421689903
id20744,0.00058422438564312,1.4388364841253129e-05,0.999401387249516
id10392,2.665704536504308e-08,1.0913914521297402e-06,0.9999988819515077
id00770,0.7900227321093114,0.08155834803211535,0.1284189198585746
id06018,0.689972384666705,0.29939623142503624,0.010631383908256633
id15678,0.5820830146218432,0.19406480285254427,0.22385218252561093
id08305,0.6946986067312675,0.2990736944842173,0.006227698784512003
id08903,0.23169850441360074,0.003986307632695275,0.7643151879537016
id14752,0.1559830490299974,0.7429601777908639,0.1010567731791378
id12468,0.005290125952945061,0.9947000166994233,9.857347626656386e-06
id05085,0.797736782663784,0.19883296175096263,0.003430255585254067
id21993,0.08765056275174801,0.00011204535164205848,0.9122373918966129
id15503,0.8348802159491061,0.09503898033669028,0.07008080371420346
id03021,0.00015720030010017502,0.9995861978018273,0.00025660189807073217
id16123,0.9989575181631078,0.00010204834313004987,0.0009404334937578763
id19383,0.9908544611103293,0.008971472704867483,0.0001740661847980966
id04186,0.9988071956364508,0.0001264678191645793,0.001066336544387336
id17954,5.640477153477251e-06,1.370300919308715e-06,0.999992989221923
id12030,0.4871264177815916,0.0002498263133060733,0.5126237559051021
id13020,0.6075057223110705,0.38966441707254595,0.002829860616381418
id25327,0.00035224706554541884,0.047685632069806444,0.9519621208646503
id16344,0.5301470668664372,0.01797067322982542,0.4518822599037345
id12303,0.818410283258725,0.12429252077280539,0.057297195968474254
id15017,0.31032137086770484,0.6894002038219106,0.00027842531038960524
id22308,0.21374214106237746,0.052723655388994,0.7335342035486317
id06536,0.004834926326781103,0.11291936103971204,0.8822457126335045
id19797,0.010739815881459768,0.9854803236133596,0.003779860505176614
id06332,0.005634576816702898,0.797627949486171,0.1967374736971225
id22941,0.24978881455162424,0.09034951501946915,0.6598616704289084
id13547,0.0010702380292123975,0.5488762901542289,0.4500534718165606
id06928,0.19046611513619888,0.0021484164506711586,0.8073854684131332
id12521,0.5827453299990488,0.4119382102574706,0.005316459743482655
id25716,0.6599863308723285,0.017978252191857926,0.3220354169358145
id27116,1.0364678474474048e-07,5.643654237684318e-12,0.9999998963475739
id19941,0.00954879425803049,0.9852285715512822,0.00522263419068563
id05711,0.00042901158837869725,6.764591426460331e-07,0.9995703119524793
id02097,0.00123730287073684,0.3585785219599351,0.6401841751693286
id03563,6.320263980757714e-05,0.9999365722630679,2.2509711763794678e-07
id02295,0.11608387843307695,0.8741895846550228,0.009726536911900605
id08179,0.9999281480676614,3.200214982034279e-05,3.9849782515249e-05
id05332,0.6880979015038022,0.23650764319590814,0.07539445530028824
id15697,0.036413846397354906,0.029815854131253646,0.9337702994713984
id17026,0.628902472563408,0.019365854412419097,0.351731673024173
id04243,0.9958714325134386,0.004086048870970143,4.251861558632715e-05
id13175,0.9571994104770409,0.00037068236390083953,0.042429907159057645
id05387,0.64260828055414,0.28127235013059576,0.0761193693152615
id19989,0.22551468547943726,0.4820049260759496,0.29248038844460417
id25173,0.03284183692672097,0.004295478520938135,0.962862684552348
id08925,0.8492488622387803,0.12643636264920566,0.0243147751120139
id03034,0.027482819068047403,0.9642548014701942,0.008262379461757187
id13272,0.0699504338825796,0.707325565416004,0.22272400070141393
id07956,0.47365733746591465,0.03588362868396563,0.490459033850117
id02648,0.009764713190255393,0.002846719531528055,0.9873885672782144
id01778,0.06281382140655702,0.010416959094139804,0.9267692194992987
id12846,0.0013019122955630705,1.277181069170425e-05,0.9986853158937405
id19001,0.3858286550629405,0.02192933738575031,0.5922420075513035
id05763,0.8962364160467113,0.08128374226904145,0.02247984168424618
id15590,0.01029541246297027,8.136416977365582e-05,0.9896232233672548
id04912,0.6787640271753504,0.06470141402518027,0.2565345587994757
id21201,0.9925717877470503,0.006837074945041288,0.0005911373079026433
id13215,0.9911387201658717,0.00014905306491847892,0.008712226769209156
id15612,0.7207178059144388,0.19224781448206213,0.08703437960349909
id18501,0.022388193749464876,0.09593837036215848,0.8816734358883787
id07223,0.7001543915885963,0.2403955689940574,0.059450039417344974
id06707,0.35981953951442014,0.496915067924455,0.14326539256112378
id05238,2.2789292699471013e-05,0.9999762297714421,9.809358718875838e-07
id00935,0.0005816499688936263,0.07671617167818705,0.9227021783529161
id00110,0.05106417030571452,0.021897525946706152,0.9270383037475695
id17476,0.4073951855475078,0.06591752533306684,0.5266872891194267
id15170,0.9460991671985176,0.026044694654438358,0.02785613814703827
id13397,0.08934695285060985,0.10910166312458833,0.8015513840247983
id24283,0.17206227348379288,0.8249751209741462,0.002962605542064194
id15234,0.9100560769904074,0.08341583491122244,0.006528088098374572
id16884,0.8763667858575673,0.041265901348473355,0.08236731279395848
id07831,0.9707640238990815,0.003573015162095672,0.025662960938824735
id16038,0.8179654631368553,0.12932055438209067,0.05271398248105128
id03629,0.8120342399660834,0.16773412700114282,0.02023163303277573
id21019,0.9776283223184918,0.00352381313654735,0.018847864544963948
id21835,0.33546728309339224,0.17771256281058775,0.4868201540960145
id04480,0.4439678920967895,0.5453058148360106,0.010726293067203336
id20838,0.8219448660605938,0.1710332831691487,0.007021850770252978
id24195,0.4830254309090972,0.2551464939072982,0.2618280751836033
id05448,0.931269601781523,0.05590204469319593,0.012828353525279326
id15957,0.1471680147176124,0.85152684123363,0.0013051440487592014
